Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
64.0,-6.0,Trail,21,11,65.62,56.0
65.0,New,MT,15,6,71.43,55.0
65.0,-5.0,TG NBR | Panos,15,10,60.0,55.0
67.0,-6.0,GST | Ryobeat,14,4,77.78,54.0
68.0,-6.0,RedX,35,33,51.47,51.0
69.0,-6.0,Trock,15,9,62.5,50.0
70.0,-6.0,Higgins,14,7,66.67,49.0
70.0,-6.0,TPN,14,10,58.33,49.0
72.0,-6.0,Chem,13,10,56.52,48.0
73.0,-6.0,soccermom69,12,5,70.59,47.0
73.0,-6.0,Captain G,12,10,54.55,47.0
75.0,-6.0,Vish,10,6,62.5,45.0
76.0,12.0,Phantom Airline,24,15,61.54,44.0
76.0,-6.0,Maher,9,3,75.0,44.0
78.0,-7.0,DarkGenex,26,18,59.09,41.0
79.0,-7.0,USF | Quadae,10,9,52.63,40.0
79.0,New,:3 | fenceturtle,10,6,62.5,40.0
81.0,-8.0,Maruf,13,7,65.0,38.0
81.0,-8.0,NoFuxGiven,13,6,68.42,38.0
81.0,82.0,CardsNG,13,9,59.09,38.0
84.0,19.0,OtES,26,33,44.07,37.0
84.0,-9.0,ScrubUp,22,18,55.0,37.0
86.0,-10.0,QoT | Cruelscotty,24,24,50.0,34.0
86.0,-10.0,Panda,9,2,81.82,34.0
86.0,104.0,TNC | n3zModGod,9,4,69.23,34.0
86.0,New,RCS | Savestate,14,13,51.85,34.0
90.0,-12.0,Elk G | Ivayne,18,8,69.23,33.0
91.0,-12.0,Light,12,6,66.67,32.0
92.0,-10.0,Pawn,23,76,23.23,31.0
92.0,-12.0,Help,24,26,48.0,31.0
92.0,-12.0,GEM | CrossFitJesus,11,5,68.75,31.0
95.0,New,RB | Cum Fox,10,6,62.5,30.0
96.0,-14.0,Crispy | Chango,9,3,75.0,29.0
96.0,-14.0,STP,26,34,43.33,29.0
96.0,-14.0,Mahik,9,6,60.0,29.0
96.0,1.0,Thad <3,20,19,51.28,29.0
96.0,-14.0,HWY | ybot,9,6,60.0,29.0
96.0,-14.0,Gaz,14,9,60.87,29.0
102.0,-14.0,Arctic,18,16,52.94,28.0
102.0,-14.0,MIOM | Toph,8,5,61.54,28.0
102.0,-14.0,306 | Polo,8,3,72.73,28.0
102.0,-14.0,ABG | salami,8,5,61.54,28.0
102.0,-14.0,Rive,22,26,45.83,28.0
102.0,-14.0,Travy,22,29,43.14,28.0
102.0,-14.0,billybopeep,8,6,57.14,28.0
109.0,-13.0,Musashi,12,9,57.14,27.0
109.0,-9.0,ericiscool.net,9,17,34.62,27.0
111.0,New,Chummi,16,10,61.54,26.0
111.0,-14.0,CG | Firebolt,16,13,55.17,26.0
111.0,-14.0,Alex18+,19,28,40.43,26.0
114.0,-13.0,KaiKwonDo,17,21,44.74,24.0
114.0,-13.0,Kaptinkillem,14,11,56.0,24.0
114.0,New,hestoned,14,13,51.85,24.0
117.0,-14.0,PQ2 | CPU0,12,9,57.14,22.0
117.0,-14.0,Elysian,12,8,60.0,22.0
117.0,-14.0,WW | Lemonjuices,12,7,63.16,22.0
117.0,-14.0,Boy,12,8,60.0,22.0
117.0,-14.0,LanTurN,16,21,43.24,22.0
117.0,-14.0,Soltrain,11,10,52.38,22.0
123.0,-13.0,darkwizard123,11,7,61.11,21.0
123.0,1.0,shoelegend88,15,12,55.56,21.0
123.0,-13.0,Chewy,14,21,40.0,21.0
123.0,-13.0,Divine Senator Kelly,11,8,57.89,21.0
123.0,-13.0,ycz6,11,4,73.33,21.0
128.0,46.0,Strazz,12,24,33.33,20.0
129.0,29.0,Jolf,17,26,39.53,19.0
129.0,-15.0,ROFL,14,11,56.0,19.0
129.0,-15.0,John,13,10,56.52,19.0
132.0,-16.0,YBBT | leroydankins,11,18,37.93,18.0
132.0,-16.0,SonOfJ,8,8,50.0,18.0
132.0,-16.0,8-bit | dansdaman,8,4,66.67,18.0
132.0,47.0,LewdCelebs4Free,16,30,34.78,18.0
136.0,-17.0,Jakespeare,11,24,31.43,17.0
136.0,-17.0,ushi,10,15,40.0,17.0
136.0,-17.0,CLEM#112 | Clem,12,9,57.14,17.0
136.0,-17.0,Jorge,12,12,50.0,17.0
136.0,54.0,dirtyDev,11,16,40.74,17.0
136.0,-17.0,Hunybear,12,9,57.14,17.0
136.0,43.0,SudoJoe,15,22,40.54,17.0
143.0,5.0,jtetter,13,37,26.0,16.0
143.0,-19.0,noChill,11,8,57.89,16.0
143.0,New,MikeDrop,11,13,45.83,16.0
143.0,-17.0,markrevival,11,30,26.83,16.0
143.0,47.0,Miranda,9,18,33.33,16.0
148.0,-22.0,Den,9,12,42.86,15.0
148.0,-22.0,thesiscat,10,6,62.5,15.0
148.0,-22.0,Milo,10,10,50.0,15.0
148.0,-22.0,BLM | Rats!,10,13,43.48,15.0
148.0,-22.0,Dandy,10,11,47.62,15.0
148.0,-22.0,Chubbz,10,10,50.0,15.0
148.0,-22.0,Solo.,10,9,52.63,15.0
148.0,-22.0,Nyte,10,8,55.56,15.0
148.0,-22.0,SLO | GrizzlyBair,9,8,52.94,15.0
148.0,-22.0,2Framez,9,7,56.25,15.0
158.0,-21.0,Douglas.J.Gov,13,16,44.83,14.0
158.0,New,Flow | Stark,9,7,56.25,14.0
158.0,-21.0,DHB | IggyNieves,9,7,56.25,14.0
158.0,5.0,Yamasaki,11,15,42.31,14.0
158.0,New,Sparky,9,10,47.37,14.0
158.0,-21.0,MordecaiPielord,13,14,48.15,14.0
158.0,-21.0,Dawson,9,8,52.94,14.0
165.0,-24.0,Enrique Iglesias,8,6,57.14,13.0
165.0,-24.0,JustJoshin,11,13,45.83,13.0
165.0,-24.0,hHerb,11,21,34.38,13.0
165.0,-24.0,Silkylaroux,11,22,33.33,13.0
165.0,New,UPTILT | Nishi,8,5,61.54,13.0
165.0,New,IceCreamOG,8,6,57.14,13.0
165.0,-24.0,Talen,7,6,53.85,13.0
165.0,-24.0,Gaz333,8,4,66.67,13.0
165.0,-24.0,pointykitty,9,48,15.79,13.0
174.0,-26.0,codeman,7,4,63.64,12.0
174.0,-26.0,Zave,7,11,38.89,12.0
174.0,-26.0,Zeph,7,5,58.33,12.0
174.0,16.0,Rome0,10,23,30.3,12.0
174.0,-26.0,Shy,7,4,63.64,12.0
174.0,-26.0,Phorox,7,5,58.33,12.0
174.0,-26.0,BABA | shama,7,5,58.33,12.0
174.0,-26.0,CSR | Tezlik,7,9,43.75,12.0
174.0,-26.0,W8ASec,7,7,50.0,12.0
174.0,-26.0,ParkedInTraffic | Commas,7,5,58.33,12.0
174.0,New,Jangu,7,10,41.18,12.0
185.0,-27.0,TheFormuoli,10,14,41.67,11.0
185.0,-27.0,Denzill,6,6,50.0,11.0
185.0,New,Saatvik,6,6,50.0,11.0
185.0,-27.0,Mounir,6,6,50.0,11.0
185.0,-27.0,CB,6,5,54.55,11.0
185.0,New,scrubjr,10,11,47.62,11.0
185.0,-22.0,Tammerath,5,10,33.33,11.0
192.0,New,mixx,5,2,71.43,10.0
192.0,31.0,BEBO,7,54,11.48,10.0
192.0,-29.0,WOMB#619 | Wombat,7,20,25.93,10.0
192.0,-29.0,FISA | JoJo,5,2,71.43,10.0
192.0,New,SSBM-T | LuigiKid,5,3,62.5,10.0
192.0,-29.0,Rozu,5,14,26.32,10.0
192.0,-29.0,Mono,5,2,71.43,10.0
192.0,-29.0,olé,5,1,83.33,10.0
192.0,New,TBS | Nero,5,6,45.45,10.0
192.0,-29.0,TurboThot,8,11,42.11,10.0
192.0,-29.0,Big Pivot,7,54,11.48,10.0
192.0,-29.0,OXY | TheCrimsonBlur,5,4,55.56,10.0
204.0,-30.0,Bobakanoosh,7,20,25.93,9.0
204.0,New,Nard Dawg,4,3,57.14,9.0
204.0,-30.0,kippu,6,18,25.0,9.0
204.0,-30.0,adamaggy,8,8,50.0,9.0
204.0,-30.0,Tourist,4,3,57.14,9.0
204.0,-14.0,Penguis,7,12,36.84,9.0
204.0,New,C H U M P I S,8,12,40.0,9.0
204.0,-14.0,Kettering,5,36,12.2,9.0
212.0,-33.0,YoungHanSolo,3,0,100.0,8.0
212.0,-33.0,bird | unlucky,7,14,33.33,8.0
212.0,-33.0,ManRay,3,2,60.0,8.0
212.0,-33.0,Slump,7,12,36.84,8.0
212.0,-33.0,Theftz,6,13,31.58,8.0
212.0,-9.0,K.H.D | Reign,5,21,19.23,8.0
212.0,-33.0,420 | Yolk,3,3,50.0,8.0
212.0,-33.0,TC | BuyMyMixTape,7,10,41.18,8.0
212.0,-33.0,Uncle Pete,3,6,33.33,8.0
212.0,36.0,Luppi,6,16,27.27,8.0
212.0,-33.0,moscow mich,7,10,41.18,8.0
223.0,New,RedHousePainter,6,7,46.15,7.0
223.0,-33.0,Fraud,6,11,35.29,7.0
223.0,-33.0,TT | Dair,5,13,27.78,7.0
223.0,-33.0,Sporsinick,6,7,46.15,7.0
223.0,-33.0,Hamburglar,6,10,37.5,7.0
223.0,-33.0,BCM | veggies,6,11,35.29,7.0
223.0,-33.0,Spi,6,12,33.33,7.0
223.0,-33.0,Melos,5,13,27.78,7.0
231.0,-28.0,Troy,5,18,21.74,6.0
231.0,-28.0,eh | sickø,5,6,45.45,6.0
231.0,-28.0,Watermelons,5,10,33.33,6.0
231.0,-28.0,Acuna,5,14,26.32,6.0
231.0,-28.0,CAPTwheatroll,5,20,20.0,6.0
231.0,-28.0,dabt,5,12,29.41,6.0
231.0,-28.0,UARK | VentusWK,5,15,25.0,6.0
231.0,-28.0,Stone,5,5,50.0,6.0
231.0,-28.0,Drewski,5,9,35.71,6.0
231.0,-28.0,Rigo Bigo,5,11,31.25,6.0
231.0,-28.0,HorseGirl420,4,22,15.38,6.0
242.0,-27.0,100 Days Of Solitude,4,4,50.0,5.0
242.0,-27.0,DiscipleOfBorp,4,11,26.67,5.0
242.0,-27.0,sucordie,4,10,28.57,5.0
242.0,New,Homeslice,4,9,30.77,5.0
242.0,25.0,Badboi,3,3,50.0,5.0
242.0,-27.0,radvillainy,3,17,15.0,5.0
242.0,-27.0,snek,2,30,6.25,5.0
242.0,-27.0,Vitro,4,6,40.0,5.0
242.0,-27.0,jams,4,16,20.0,5.0
242.0,-27.0,Eastwood,4,6,40.0,5.0
252.0,New,Port!!!,3,6,33.33,4.0
252.0,-29.0,Special K,2,15,11.76,4.0
252.0,-29.0,lavalamp,3,13,18.75,4.0
252.0,-4.0,melatonin,2,10,16.67,4.0
252.0,-29.0,gbio,3,15,16.67,4.0
252.0,-29.0,Lust,3,10,23.08,4.0
252.0,-29.0,Bug Juice | Snorlaxative,3,9,25.0,4.0
252.0,-29.0,CID,3,17,15.0,4.0
252.0,-29.0,Night,2,10,16.67,4.0
252.0,-29.0,saacdaddy,3,7,30.0,4.0
252.0,-29.0,punished | gelp,3,5,37.5,4.0
252.0,-29.0,SRN | Soulrifle211,3,6,33.33,4.0
252.0,-29.0,ASAPferq,2,20,9.09,4.0
252.0,-29.0,rickey_kc,3,3,50.0,4.0
252.0,-29.0,Nico,3,8,27.27,4.0
252.0,New,Maljo,3,15,16.67,4.0
252.0,-29.0,Blanks,3,5,37.5,4.0
252.0,-29.0,CVSmashMods | Ripn,3,3,50.0,4.0
252.0,-29.0,Futz,3,8,27.27,4.0
252.0,-29.0,GS | TreyTheTrashman,3,4,42.86,4.0
272.0,-31.0,RB | V$,2,5,28.57,3.0
272.0,New,SlickSiwik,2,5,28.57,3.0
272.0,-31.0,Ahung,1,3,25.0,3.0
272.0,-31.0,Frozone,2,4,33.33,3.0
272.0,-31.0,ZUTH | Zuthane,2,2,50.0,3.0
272.0,-31.0,glum oinkin',2,4,33.33,3.0
272.0,-31.0,Doctor Dank,2,13,13.33,3.0
272.0,-31.0,ImYourDade,2,11,15.38,3.0
280.0,-32.0,Xad,1,4,20.0,2.0
280.0,-32.0,peenlover,1,3,25.0,2.0
280.0,-32.0,Schweppes,1,9,10.0,2.0
280.0,New,dust,1,11,8.33,2.0
280.0,New,Captain Koala,1,11,8.33,2.0
280.0,-32.0,BABA | Babo,1,12,7.69,2.0
280.0,-32.0,ButterRoyaleTV,1,14,6.67,2.0
280.0,-32.0,bensw,1,5,16.67,2.0
280.0,-32.0,foxmcchicken,1,9,10.0,2.0
280.0,-32.0,early,1,5,16.67,2.0
280.0,-13.0,Hellraid,0,37,0.0,2.0
280.0,-32.0,DCG | Spots,1,8,11.11,2.0
280.0,-32.0,Fishpaste,1,8,11.11,2.0
280.0,-32.0,KLAWHAU5,1,10,9.09,2.0
280.0,-32.0,3OutChange,1,11,8.33,2.0
280.0,-32.0,Blue Jay,1,2,33.33,2.0
280.0,-32.0,LUNK#783 | dom,1,1,50.0,2.0
280.0,-32.0,Ringler,1,11,8.33,2.0
280.0,-32.0,JCobbs,1,6,14.29,2.0
280.0,-32.0,N8V,1,8,11.11,2.0
300.0,-33.0,$W@6 | rocketf20,0,10,0.0,1.0
300.0,-33.0,Raffshot,0,6,0.0,1.0
300.0,-33.0,Rose,0,3,0.0,1.0
300.0,-33.0,Frost | JJK,0,4,0.0,1.0
300.0,-33.0,flowjam,0,3,0.0,1.0
300.0,-33.0,Afron,0,4,0.0,1.0
300.0,-33.0,CarltonDanks,0,5,0.0,1.0
300.0,-33.0,Abhi,0,15,0.0,1.0
300.0,-33.0,Sax,0,4,0.0,1.0
300.0,-33.0,Snickerdoodle,0,15,0.0,1.0
300.0,-33.0,Daddy Icey,0,1,0.0,1.0
300.0,-33.0,8167263631 | Notto,0,3,0.0,1.0
300.0,-33.0,Sleeepy,0,13,0.0,1.0
300.0,-33.0,ACAB | Mugen,0,11,0.0,1.0
300.0,-33.0,Funktrocious,0,5,0.0,1.0
300.0,-33.0,Tomz,0,1,0.0,1.0
300.0,-33.0,PP | Droze,0,2,0.0,1.0
300.0,New,volt.,0,6,0.0,1.0
300.0,-33.0,lemon,0,3,0.0,1.0
300.0,-33.0,Blu-J,0,2,0.0,1.0
300.0,-33.0,Yuki08,0,6,0.0,1.0
300.0,-33.0,Just Jason,0,2,0.0,1.0
300.0,-33.0,Snoos,0,6,0.0,1.0
300.0,New,ledgefiend,0,2,0.0,1.0
300.0,-33.0,LVD | Super,0,12,0.0,1.0
300.0,New,Majora,0,14,0.0,1.0
300.0,-33.0,LoneCubone,0,3,0.0,1.0
