SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6
26387,Phantom Airline,3,0,-1,-2,-2,-1,-2,-1
26574,NEU | Shmeeli,1,1,-2,-2,-2,13,-2,-2
26750,KoDoRiN,5,5,1,1,2,-2,5,5
26920,Trash,1,0,-1,-2,-2,-2,-2,-2
26934,Clay,1,0,-2,-2,-2,-2,-2,-1
27524,JustRhett,2,0,-2,-2,-1,-1,-2,-2
27547,TSBO | HateSauce,1,0,-2,-2,-2,-2,-1,-2
28391,Vigilance,1,0,-2,-2,-2,-1,-2,-2
28793,Light,2,1,-2,-2,-2,17,-1,-2
28815,doctahdylan,1,0,-2,-2,-2,-2,-2,-1
29405,Vianny,2,0,-2,-2,-1,-2,-1,-2
29840,TBD,3,1,-1,17,-2,-1,-2,-2
30804,Frap,5,0,-1,-1,-1,-2,-1,-1
31487,Winx Club | Siddward,5,1,-1,-2,-1,9,-1,-1
32201,PRIN$E,3,0,-2,-1,-2,-2,-1,-1
32691,Blitzkrieg,1,0,-1,-2,-2,-2,-2,-2
33458,RustyTrombone,3,0,-2,-2,-1,-1,-1,-2
34399,BuenasRetas | Cobs,5,0,-2,-1,-1,-1,-1,-1
34694,flthd | flatline,1,0,-1,-2,-2,-2,-2,-2
34804,Barry Allen,1,0,-2,-2,-1,-2,-2,-2
34902,Tanooki,1,0,-1,-2,-2,-2,-2,-2
35192,Robert Flambe,1,0,-2,-2,-2,-2,-2,-1
35258,LFG | Fist Mexico,4,0,-2,-1,-1,-1,-1,-2
37116,GUG | Kurv,3,2,-1,-2,-2,-2,2,13
37223,PEP | Sp1nda,2,0,-2,-2,-2,-2,-1,-1
37975,Zellpree,1,0,-2,-2,-2,-2,-2,-1
38643,RedX,5,0,-1,-2,-1,-1,-1,-1
38979,Tristan's Rule,1,0,-2,-2,-2,-2,-2,-1
39235,Dream,2,1,-2,7,-2,-2,-2,-1
40399,Elders React | Third Strongest,1,0,-2,-2,-2,-1,-2,-2
40793,MGFC | bootichief,5,0,-1,-1,-1,-1,-1,-2
41055,jacket,2,1,13,-1,-2,-2,-2,-2
41374,Anchovy,2,0,-2,-1,-1,-2,-2,-2
45236,Lime,2,1,-2,-2,-2,-2,17,-1
45356,OtES,3,0,-2,-1,-1,-2,-1,-2
45444,Kaz,1,0,-2,-2,-2,-1,-2,-2
45726,CS | Faust,1,0,-2,-2,-1,-2,-2,-2
47497,Ellis,4,0,-2,-1,-1,-1,-1,-2
47650,shoelegend88,4,0,-1,-2,-1,-1,-2,-1
47752,p3achyjr,1,0,-2,-2,-2,-2,-2,-1
47866,Erik,1,1,-2,-2,-2,13,-2,-2
48322,AHHHHH | Climbers Alice,1,0,-2,-1,-2,-2,-2,-2
48578,LoneCubone,1,0,-2,-2,-2,-2,-2,-1
48946,E,1,0,-2,-2,-2,-1,-2,-2
49875,Paladin,4,2,-2,17,-1,17,-2,-1
50053,PML | Die222,3,0,-2,-2,-2,-1,-1,-1
50259,BLE | SluG,1,1,-2,-2,-2,-2,3,-2
50937,Wumbo,1,0,-1,-2,-2,-2,-2,-2
51055,MIT | unlucky,1,0,-2,-2,-1,-2,-2,-2
51076,Power Kevin,2,0,-1,-2,-1,-2,-2,-2
51112,Pilgrim,1,0,-2,-2,-2,-1,-2,-2
51373,prof,1,1,9,-2,-2,-2,-2,-2
51464,UCLA | Suvir,1,0,-2,-2,-2,-2,-1,-2
53365,Ringler,1,1,-2,-2,-2,-2,9,-2
53839,Poopy Ass,1,0,-2,-2,-2,-2,-2,-1
54556,KillThePast | bebul,1,0,-2,-2,-2,-1,-2,-2
60696,FM | Cilan,1,0,-1,-2,-2,-2,-2,-2
61570,CG | Peppi | Pappi,2,2,5,-2,-2,-2,-2,3
61897,LSD,1,1,-2,4,-2,-2,-2,-2
62320,KayB,1,0,-2,-2,-2,-2,-1,-2
62457,QTT | Yeyo,2,0,-2,-2,-2,-1,-2,-1
62721,Dirty Lasagna,1,0,-2,-2,-2,-2,-2,-1
63581,CableKnit,2,0,-2,-2,-1,-1,-2,-2
63772,Fern,5,0,-2,-1,-1,-1,-1,-1
63940,Weeg,1,0,-2,-2,-1,-2,-2,-2
64574,Zamorota,1,0,-2,-2,-2,-1,-2,-2
64692,Blues Clues,6,5,9,-1,9,4,7,7
65598,rickey_kc,1,0,-2,-2,-2,-2,-1,-2
65777,bobby big ballz,2,2,-2,-2,5,-2,4,-2
66311,zilo,1,0,-2,-2,-2,-2,-2,-1
68261,Azel,1,1,-2,-2,-2,-2,-2,9
69699,Smeedot,2,0,-2,-2,-2,-1,-1,-2
70110,Buttlet,2,0,-2,-2,-2,-1,-1,-2
70458,PEPIS | Noire,4,3,-2,-2,9,9,7,-1
103305,Dr. Lame,1,0,-1,-2,-2,-2,-2,-2
127997,CW | rabit!,3,1,-2,-2,-1,17,-1,-2
128898,Zhāoshù,1,0,-2,-1,-2,-2,-2,-2
129344,totally butts,1,0,-2,-1,-2,-2,-2,-2
129363,Flow | ESPONJA,4,0,-1,-1,-1,-2,-2,-1
130672,Soltrain,2,0,-2,-1,-2,-1,-2,-2
131130,Leyo,1,0,-2,-2,-1,-2,-2,-2
132938,RU | Midnight Blue,3,0,-1,-2,-1,-2,-2,-1
133666,404 YC | Salt,2,2,-2,-2,-2,-2,9,5
134823,QTT | Pelon,2,0,-2,-2,-2,-2,-1,-1
135088,LFG | PanterA,2,1,-2,-2,-1,13,-2,-2
135091,GS | SubTails,2,0,-2,-2,-2,-1,-1,-2
135795,cockbread,3,0,-2,-2,-2,-1,-1,-1
136990,Holy | key,2,0,-2,-1,-2,-1,-2,-2
137480,Jpeg | RC,2,1,-2,-2,-2,-1,17,-2
138710,Golden,3,2,-2,-2,9,-2,5,-1
144133,YBBT | leroydankins,3,0,-2,-2,-2,-1,-1,-1
145075,blazerboy,2,0,-2,-2,-2,-1,-2,-1
146978,Ding Hing,2,0,-2,-2,-2,-2,-1,-1
147424,Spiral Cafe | Krudo,1,0,-2,-2,-2,-2,-2,-1
147811,Dawson,1,1,-2,-2,-2,-2,-2,17
148028,Navjyot Sandhu | Connect4Master,1,0,-2,-2,-2,-1,-2,-2
148200,Big Pivot,1,0,-2,-2,-2,-2,-2,-1
148736,GThree,1,0,-2,-2,-1,-2,-2,-2
149952,Jakespeare,1,0,-2,-1,-2,-2,-2,-2
150123,TPN,1,0,-2,-2,-2,-2,-2,-1
151360,Inky,1,1,9,-2,-2,-2,-2,-2
152060,Vent,2,0,-2,-2,-2,-1,-1,-2
152754,Hood,2,0,-2,-2,-1,-2,-2,-1
152800,wally,1,0,-2,-2,-2,-1,-2,-2
153138,ZouL,1,0,-2,-2,-2,-1,-2,-2
153334,Silkylaroux,1,0,-2,-2,-2,-1,-2,-2
156503,Beiker,1,0,-2,-2,-1,-2,-2,-2
156775,Chadwicc,1,0,-2,-2,-1,-2,-2,-2
157615,ight,1,0,-2,-1,-2,-2,-2,-2
157632,TurboThot,2,0,-2,-1,-2,-2,-2,-1
158213,LG | Louis,1,0,-1,-2,-2,-2,-2,-2
158524,Oferton,1,0,-2,-2,-2,-1,-2,-2
159198,Pi2z,1,0,-1,-2,-2,-2,-2,-2
171201,Mootook,1,0,-2,-1,-2,-2,-2,-2
173178,LAG,3,2,-2,13,-1,7,-2,-2
175446,DJAN,1,0,-2,-2,-2,-2,-1,-2
175870,ÆRO,1,0,-2,-2,-2,-2,-1,-2
180797,Cpt.Blade,1,0,-2,-2,-2,-1,-2,-2
181689,Hell Kaiser,1,0,-2,-2,-2,-1,-2,-2
183677,Yamasaki,5,0,-1,-1,-1,-1,-1,-2
184457,MessiSTL,3,0,-2,-2,-1,-1,-2,-1
184545,Pulch,2,0,-2,-2,-2,-2,-1,-1
184637,Joey Donuts,4,4,-2,17,9,17,17,-2
185013,Habi,1,0,-2,-2,-2,-1,-2,-2
185618,Captain G,1,0,-2,-1,-2,-2,-2,-2
185620,Usernamejpg,1,0,-2,-2,-2,-1,-2,-2
205873,Funktrocious,2,0,-2,-2,-2,-2,-1,-1
211440,Darrell,6,0,-1,-1,-1,-1,-1,-1
213297,Chompy,5,0,-1,-2,-1,-1,-1,-1
219838,Lamb's Ear,4,0,-2,-1,-1,-1,-1,-2
221136,Zeeker,1,0,-2,-2,-2,-2,-2,-1
221423,Typhoon,2,1,-2,-1,7,-2,-2,-2
224897,AWaveDash,2,0,-1,-1,-2,-2,-2,-2
226271,SU | wild flower,1,0,-2,-1,-2,-2,-2,-2
226595,TourGuide,2,0,-1,-2,-2,-1,-2,-2
229216,KaiKwonDo,2,0,-2,-1,-2,-1,-2,-2
229925,Happy,1,0,-2,-2,-2,-1,-2,-2
230122,vampa,2,0,-2,-2,-2,-1,-1,-2
230537,hHerb,2,0,-2,-2,-1,-1,-2,-2
232193,Chiefn_,6,0,-1,-1,-1,-1,-1,-1
232446,ash6,2,0,-1,-2,-2,-2,-2,-1
233059,Ribboned Ace,3,0,-1,-1,-2,-1,-2,-2
237282,Electroman,2,0,-2,-1,-1,-2,-2,-2
245069,PALS | Jello,1,1,-2,-2,-2,-2,-2,9
245152,emy,1,0,-2,-2,-2,-2,-2,-1
245346,SIMP | Vagab0nd,3,0,-1,-2,-1,-2,-2,-1
245795,TR | H,1,0,-2,-2,-2,-1,-2,-2
252523,Dusky,3,0,-2,-2,-1,-1,-2,-1
252543,LG | Yu,1,1,-2,-2,-2,7,-2,-2
252656,DERT | Petra,1,0,-2,-2,-2,-2,-1,-2
254673,Layer,2,0,-2,-2,-1,-1,-2,-2
257324,GSP,2,0,-2,-2,-1,-1,-2,-2
259856,Seraph,1,0,-2,-2,-2,-2,-1,-2
267849,TG | Mot$,1,1,4,-2,-2,-2,-2,-2
268767,markrevival,3,0,-1,-2,-1,-2,-2,-1
269238,91,1,0,-1,-2,-2,-2,-2,-2
269511,SquidTheCat,3,0,-2,-2,-1,-1,-2,-1
275922,Otto_Zone,1,0,-2,-1,-2,-2,-2,-2
276041,Kettering,1,0,-2,-1,-2,-2,-2,-2
276973,Red,1,0,-2,-2,-2,-1,-2,-2
277060,Cuk | Veths,1,0,-2,-2,-2,-1,-2,-2
278295,DadsAkimbo,2,0,-2,-2,-1,-1,-2,-2
279107,Khryke,1,1,13,-2,-2,-2,-2,-2
279722,Justus,1,1,-2,-2,-2,-2,-2,17
283648,MDF | Amor,1,0,-2,-2,-1,-2,-2,-2
287526,MacTheStampede,1,0,-2,-2,-2,-2,-2,-1
288395,jams,3,0,-2,-2,-1,-1,-1,-2
322324,maxi,1,0,-2,-2,-1,-2,-2,-2
326727,Frumentarii,1,0,-2,-2,-2,-2,-2,-1
327212,IWI | Marrgasm,1,0,-2,-2,-2,-2,-2,-1
327350,lochist,1,0,-1,-2,-2,-2,-2,-2
328736,SadSack,1,0,-1,-2,-2,-2,-2,-2
360229,BEBO,1,0,-2,-2,-2,-2,-2,-1
362459,SeshLord Ozai,1,0,-2,-1,-2,-2,-2,-2
368021,JitteryInChurch,1,0,-2,-2,-1,-2,-2,-2
378512,Khoron | Oreo,2,0,-2,-1,-1,-2,-2,-2
379419,Zab,3,0,-2,-2,-2,-1,-1,-1
379542,Lee,1,0,-2,-1,-2,-2,-2,-2
423669,Wōlī,1,0,-2,-2,-1,-2,-2,-2
428826,ArcaneFox,4,0,-2,-2,-1,-1,-1,-1
448153,Neenor,2,1,-2,-2,-2,-2,-1,13
450784,Fredrick,1,0,-2,-2,-2,-1,-2,-2
466221,Melo,5,0,-1,-1,-1,-2,-1,-1
472971,yBaS | MaxJacks,1,0,-1,-2,-2,-2,-2,-2
491552,DannyPhantom,1,1,-2,13,-2,-2,-2,-2
492755,BoffTarget,3,0,-2,-2,-2,-1,-1,-1
495213,Banger,2,0,-2,-2,-2,-1,-1,-2
512704,Axis,2,0,-1,-2,-2,-2,-2,-1
519779,NJ | Tommy,1,0,-2,-2,-2,-1,-2,-2
519985,Marvelboy,3,0,-1,-2,-2,-2,-1,-1
524651,Schwifty | Sirjaxism,3,0,-2,-2,-1,-1,-1,-2
524896,LEVO | Mento,1,0,-2,-2,-2,-2,-1,-2
525553,jerma985,1,0,-2,-2,-1,-2,-2,-2
528737,3OutChange,3,0,-2,-2,-1,-1,-2,-1
530964,Heatedchaos,1,0,-2,-1,-2,-2,-2,-2
533918,Maelstrom,3,0,-2,-1,-1,-2,-1,-2
539984,Ahmad,3,1,-2,-2,17,-2,-1,-1
542693,Bbatts,4,2,-1,9,-1,-2,-2,7
552087,Kerblamu,1,0,-2,-1,-2,-2,-2,-2
581039,I'm Michael BTW,5,3,13,13,-1,-1,-2,17
581230,SmashMouthEgg,1,0,-2,-2,-1,-2,-2,-2
582190,rice,4,0,-2,-1,-1,-1,-2,-1
585248,magnumgunn3r,1,0,-2,-2,-1,-2,-2,-2
592660,aL0w,1,0,-2,-2,-2,-1,-2,-2
598192,Pena,3,0,-2,-2,-2,-1,-1,-1
608505,2ndLaw,2,0,-2,-2,-2,-1,-1,-2
617254,N8v,2,0,-2,-2,-2,-2,-1,-1
637179,Sodabro,2,1,-2,-2,-1,13,-2,-2
638273,SKY | Matwood,4,0,-2,-2,-1,-1,-1,-1
654514,probably high,2,0,-2,-1,-2,-1,-2,-2
657175,Bobakanoosh,2,0,-1,-2,-2,-2,-2,-1
657464,CowCowCowCowCow,3,0,-2,-1,-1,-1,-2,-2
657711,PurpleZ,2,0,-1,-2,-2,-1,-2,-2
682345,Rive,1,0,-2,-2,-2,-1,-2,-2
684008,deep_cuts,3,0,-2,-2,-2,-1,-1,-1
691112,JMONEY,1,0,-2,-2,-2,-1,-2,-2
694497,IMP | Ben,5,5,3,2,7,1,-2,9
709843,Chem,2,0,-1,-2,-2,-2,-2,-1
710975,Keo,1,0,-2,-2,-2,-2,-2,-1
725014,charmell0,4,0,-1,-1,-2,-1,-1,-2
725016,Dolfo,2,0,-1,-2,-1,-2,-2,-2
735376,CVSmashMods | Ripn,2,0,-2,-1,-2,-2,-1,-2
748365,ledgefiend,3,0,-2,-1,-2,-1,-2,-1
764680,STLTS,1,0,-2,-1,-2,-2,-2,-2
776417,GSG,1,0,-2,-1,-2,-2,-2,-2
834231,Jun,2,0,-1,-1,-2,-2,-2,-2
835179,Koe | Nike,1,0,-2,-2,-2,-1,-2,-2
836691,BeanBurrito-San,1,0,-1,-2,-2,-2,-2,-2
841539,Alpaca,1,0,-2,-2,-2,-2,-2,-1
846125,Navedo,2,0,-2,-2,-1,-1,-2,-2
875354,Penguin,1,0,-1,-2,-2,-2,-2,-2
880372,Good1ife,1,0,-2,-2,-1,-2,-2,-2
890721,Mr. Butterfly,1,0,-2,-2,-2,-2,-2,-1
906300,ilovedenmark69,1,0,-2,-2,-2,-2,-2,-1
920546,Gewl,1,0,-2,-2,-2,-1,-2,-2
925836,Ashley,1,0,-2,-2,-2,-1,-2,-2
928066,Kelpo,1,0,-1,-2,-2,-2,-2,-2
945542,KOA | youngbool,1,0,-1,-2,-2,-2,-2,-2
950362,EWA | ERGonomics,2,0,-2,-1,-2,-2,-2,-1
956568,Night,1,0,-2,-2,-1,-2,-2,-2
1013413,WFL | ABC,2,0,-2,-1,-1,-2,-2,-2
1016657,Kr1meM45ter2517A,2,0,-2,-2,-1,-2,-1,-2
1023611,U.S Marine,2,0,-2,-2,-1,-1,-2,-2
1026815,Sakm,2,0,-2,-2,-2,-2,-1,-1
1034371,niimo,1,0,-2,-2,-2,-2,-1,-2
1053040,UNCO | Neur0n,1,0,-2,-2,-2,-1,-2,-2
1053202,diddylonglegs,3,0,-2,-1,-1,-2,-2,-1
1065475,Muffin,1,0,-2,-2,-2,-1,-2,-2
1071935,Teva,1,0,-2,-2,-2,-2,-1,-2
1077796,FreeHops,5,0,-1,-1,-1,-1,-2,-1
1081722,kaiyon,1,0,-2,-1,-2,-2,-2,-2
1149773,ali_,1,0,-1,-2,-2,-2,-2,-2
1171263,PYR,1,0,-2,-2,-2,-2,-2,-1
1194651,gsm | Pound,4,0,-1,-1,-1,-1,-2,-2
1222893,lol | Hero,1,0,-2,-2,-1,-2,-2,-2
1248621,Anzeray,1,0,-1,-2,-2,-2,-2,-2
1278457,Rocket,1,1,13,-2,-2,-2,-2,-2
1290774,Honey Nut Cheerios,1,0,-2,-2,-1,-2,-2,-2
1298609,Beck,3,0,-2,-2,-2,-1,-1,-1
1375808,Epoodle,4,2,-1,9,17,-1,-2,-2
1379261,S.O.D.A,2,0,-2,-2,-2,-2,-1,-1
1432189,nunoodle,1,0,-1,-2,-2,-2,-2,-2
1442352,BK_Rib,2,0,-2,-1,-1,-2,-2,-2
1451042,Deeb,1,0,-1,-2,-2,-2,-2,-2
1465414,ruco,1,0,-2,-2,-1,-2,-2,-2
1466521,Floods,3,0,-2,-2,-1,-2,-1,-1
1500084,Ariz,1,0,-2,-1,-2,-2,-2,-2
1501041,Hamburglar,1,0,-2,-2,-2,-2,-2,-1
1524828,VDL | Ben Snape,1,0,-2,-2,-2,-2,-1,-2
1533315,Essey,3,0,-2,-2,-2,-1,-1,-1
1562196,EagleOne,1,0,-2,-1,-2,-2,-2,-2
1585998,Arkdael,1,0,-2,-2,-2,-2,-2,-1
1591811,Venus,1,0,-2,-2,-2,-2,-1,-2
1598204,YoungHanSolo,3,0,-1,-2,-1,-1,-2,-2
1619463,Arctic,2,0,-2,-1,-2,-1,-2,-2
1619505,keeg,1,0,-2,-2,-2,-2,-2,-1
1640788,Special K,5,0,-1,-2,-1,-1,-1,-1
1653242,Jquinnsweg,1,0,-2,-2,-2,-1,-2,-2
1655337,Drewski,1,0,-2,-2,-2,-2,-1,-2
1656950,Bonn Esports | CarlHank,1,0,-2,-2,-2,-2,-1,-2
1658710,boip,1,0,-2,-2,-2,-2,-1,-2
1658777,CrazyColtCory,1,0,-2,-1,-2,-2,-2,-2
1691247,TheYoungMC,1,0,-2,-2,-2,-2,-1,-2
1718754,PEPIS | lagoonies,1,0,-2,-2,-2,-2,-1,-2
1723399,jeddo,1,0,-1,-2,-2,-2,-2,-2
1729667,SlickSiwik,1,0,-2,-2,-2,-1,-2,-2
1736473,PJThePuff,1,0,-2,-2,-2,-2,-1,-2
1737518,Kombeze Ataie,1,0,-2,-2,-2,-2,-2,-1
1752009,djweav2k,1,0,-2,-2,-1,-2,-2,-2
1796764,Mp drago,3,0,-2,-1,-1,-1,-2,-2
1800785,Canoe,2,0,-2,-2,-2,-2,-1,-1
1807916,Shlorp,1,0,-2,-2,-1,-2,-2,-2
1816060,FKA Minerali,2,0,-2,-2,-2,-2,-1,-1
1844994,Flame,1,0,-2,-2,-2,-2,-1,-2
1871538,Not_DuduTsai,1,0,-1,-2,-2,-2,-2,-2
1881044,t0tal90,2,0,-2,-2,-2,-1,-1,-2
1888179,BrophyT,1,0,-2,-2,-2,-2,-1,-2
1906382,KatBot,1,0,-2,-2,-2,-2,-1,-2
1915328,Arthao,1,0,-2,-2,-2,-1,-2,-2
1918686,Analog,2,0,-2,-1,-1,-2,-2,-2
1918774,EWA | Gorgonzola,2,0,-2,-1,-2,-2,-2,-1
1931799,Supreme.Noobs | Edicus,1,0,-2,-2,-2,-2,-1,-2
1931842,tpyo,1,0,-2,-2,-1,-2,-2,-2
1940854,JoffDuchar,1,0,-1,-2,-2,-2,-2,-2
1940872,Spenny,1,0,-2,-2,-2,-2,-2,-1
1942273,Fankriss,2,1,-2,-2,13,-2,-1,-2
1944467,SUPERUNKNOWN,4,0,-1,-1,-2,-1,-2,-1
1946855,PRD | JMi,1,0,-2,-1,-2,-2,-2,-2
1956142,maxhoney,1,0,-2,-2,-2,-1,-2,-2
1957918,Cow,5,1,-1,-1,-2,-1,13,-1
1966716,LewdCelebs4Free,1,0,-1,-2,-2,-2,-2,-2
1974127,aujory,3,0,-1,-1,-1,-2,-2,-2
1974143,Jeem,1,0,-1,-2,-2,-2,-2,-2
1989729,Nips,1,0,-2,-1,-2,-2,-2,-2
2004464,Rama,1,0,-2,-1,-2,-2,-2,-2
2026283,SereneDoge#4725,1,0,-2,-2,-2,-1,-2,-2
2029721,Ghost Rider,2,1,-1,-2,-2,-2,17,-2
2033482,Reiky,1,0,-2,-2,-2,-2,-1,-2
2041350,2rk | Turok,1,0,-1,-2,-2,-2,-2,-2
2053276,#215 | Ogre,1,0,-2,-2,-2,-1,-2,-2
2056830,NAIR | Pablo,1,0,-2,-2,-2,-2,-1,-2
2056881,PotusTheGoatus,1,0,-2,-2,-2,-2,-1,-2
2058200,Kuzon,1,0,-2,-2,-2,-2,-2,-1
2058790,Butternust,2,0,-2,-2,-2,-1,-1,-2
2084281,Keykey,1,0,-1,-2,-2,-2,-2,-2
2085246,kippu,1,0,-2,-1,-2,-2,-2,-2
2093540,RitzyCheese,1,0,-1,-2,-2,-2,-2,-2
2117535,vel,1,0,-2,-2,-2,-1,-2,-2
2122811,$W@6 | rocketf20,1,0,-2,-2,-1,-2,-2,-2
2139949,Devin1300,2,0,-2,-2,-2,-1,-2,-1
2139952,Boalisk,2,0,-2,-2,-1,-1,-2,-2
2140092,Jet,1,0,-1,-2,-2,-2,-2,-2
2141139,Dr. Dipper,2,0,-2,-2,-2,-1,-2,-1
2146437,actually hmhh | LionTimeMachine,5,0,-1,-2,-1,-1,-1,-1
2147280,slowtai,1,0,-2,-2,-2,-1,-2,-2
2148389,LilTayNastyTay,1,0,-2,-2,-2,-2,-2,-1
2148920,thicceon,1,0,-2,-2,-1,-2,-2,-2
2149543,BoominBody,1,0,-2,-2,-2,-1,-2,-2
2160161,GAS,1,0,-1,-2,-2,-2,-2,-2
2161547,DenverDaDestroyer,1,0,-2,-2,-2,-2,-2,-1
2163048,MK | RedSoul,1,0,-2,-2,-2,-2,-1,-2
2170469,Triple Cake Dance,2,0,-1,-1,-2,-2,-2,-2
2177428,Chuchaka2112,1,0,-2,-2,-2,-1,-2,-2
2179108,Mud,3,1,-1,-2,-1,-2,-2,17
2192126,NattyIce,4,0,-1,-1,-1,-2,-1,-2
2194031,Dorian uwu,1,0,-2,-2,-1,-2,-2,-2
2206263,nmble-mann,1,0,-2,-1,-2,-2,-2,-2
