Character,SmashTag,Points
Marth,Watermelons,6.0
Marth,Acuna,6.0
Marth,DiscipleOfBorp,5.0
Marth,Vitro,5.0
Marth,RB | V$,3.0
Marth,Ahung,3.0
Marth,LUNK#783 | dom,2.0
Marth,BABA | Babo,2.0
Marth,3OutChange,2.0
Marth,KLAWHAU5,2.0
Sheik,IMP | Ben,685.0
Sheik,NGG | Jflex,334.0
Sheik,Pipe,158.0
Sheik,RG | Far!,157.0
Sheik,Fizz,136.0
Sheik,DontTestMe,108.0
Sheik,GOL | JSalt,103.0
Sheik,Spiral Cafe | Krudo,74.0
Sheik,Hulka,71.0
Sheik,ScrubUp,37.0
Sheik,LanTurN,35.0
Sheik,GEM | CrossFitJesus,31.0
Sheik,Porkaye,26.0
Sheik,LewdCelebs4Free,21.0
Sheik,MordecaiPielord,20.0
Sheik,8-bit | dansdaman,18.0
Sheik,Talen,13.0
Sheik,ParkedInTraffic | Commas,12.0
Sheik,BABA | shama,12.0
Sheik,Zeph,12.0
Sheik,Fraud,11.0
Sheik,100 Days Of Solitude,11.0
Sheik,Tammerath,11.0
Sheik,SlickSiwik,9.0
Sheik,TT | Dair,7.0
Sheik,gbio,4.0
Sheik,GS | TreyTheTrashman,4.0
Sheik,Bug Juice | Snorlaxative,4.0
Sheik,ASAPferq,4.0
Sheik,LoneCubone,3.0
Sheik,PSai,3.0
Sheik,ASH | Oig,2.0
Sheik,Just Jason,1.0
Sheik,lemon,1.0
Sheik,Rose,1.0
ICs,Trail,76.0
ICs,Enrique Iglesias,13.0
ICs,Daddy Icey,1.0
Falcon,S2J,1071.0
Falcon,Revenge | Gahtzu,592.0
Falcon,JCubez,332.0
Falcon,404 YC | Salt,120.0
Falcon,Android 0,116.0
Falcon,Vish,110.0
Falcon,ight,98.0
Falcon,LFG | PanterA,78.0
Falcon,Nard Dawg,76.0
Falcon,GHQ | Zamu,65.0
Falcon,snacklepackle,60.0
Falcon,Captain G,56.0
Falcon,TG NBR | Panos,55.0
Falcon,OAK | Spacepigeon,52.0
Falcon,Mahik,29.0
Falcon,Rive,28.0
Falcon,306 | Polo,28.0
Falcon,Douglas.J.Gov,27.0
Falcon,Boy,22.0
Falcon,deluxe,21.0
Falcon,Silkylaroux,13.0
Falcon,Jangu,12.0
Falcon,W8ASec,12.0
Falcon,FISA | JoJo,10.0
Falcon,Kettering,10.0
Falcon,Rozu,10.0
Falcon,Bobakanoosh,9.0
Falcon,C H U M P I S,9.0
Falcon,420 | Yolk,8.0
Falcon,radvillainy,5.0
Falcon,ImYourDade,5.0
Falcon,Eastwood,5.0
Falcon,sucordie,5.0
Falcon,saacdaddy,4.0
Falcon,glum oinkin',3.0
Falcon,Schweppes,2.0
Falcon,peenlover,2.0
Falcon,foxmcchicken,2.0
Falcon,Raffshot,1.0
Falcon,Sax,1.0
Falcon,Snoos,1.0
Falcon,Frost | JJK,1.0
Puff,DD,239.0
Puff,Golden,157.0
Puff,Dawson,112.0
Puff,Crispy | Chango,94.0
Puff,SDJ,64.0
Puff,:3 | fenceturtle,40.0
Puff,Divine Senator Kelly,28.0
Puff,PQ2 | CPU0,22.0
Puff,Nyte,15.0
Puff,SLO | GrizzlyBair,15.0
Puff,Theftz,8.0
Puff,CVSmashMods | Ripn,4.0
Puff,$W@6 | rocketf20,1.0
Fox,CLG. | SFAT,1408.0
Fox,Erik,656.0
Fox,GUG | KÃ¼rv,594.0
Fox,SFOP,444.0
Fox,RadicalLiberal | Quiggles,291.0
Fox,Mango's Friend | Lucky,278.0
Fox,306 | Amrak,188.0
Fox,K8A,182.0
Fox,Cowbell,160.0
Fox,Null,149.0
Fox,EP | Justus,148.0
Fox,Twisty,120.0
Fox,.Ðempt,114.0
Fox,FM | Cilan,101.0
Fox,IWI | Marrgasm,95.0
Fox,Megaman,89.0
Fox,Lotfy,74.0
Fox,RB | Cum Fox,73.0
Fox,TG | Mot$,72.0
Fox,The Leaf,63.0
Fox,Trock,50.0
Fox,Neck,50.0
Fox,Chem,48.0
Fox,OtES,46.0
Fox,donk,43.0
Fox,DarkGenex,41.0
Fox,USF | Quadae,40.0
Fox,Sparky,35.0
Fox,MikeDrop,34.0
Fox,Crow,34.0
Fox,Panda,34.0
Fox,Gaz,29.0
Fox,MIOM | Toph,28.0
Fox,YBBT | leroydankins,28.0
Fox,ABG | salami,28.0
Fox,Musashi,27.0
Fox,Flow | Stark,24.0
Fox,Saatvik,23.0
Fox,Elysian,22.0
Fox,WW | Lemonjuices,22.0
Fox,darkwizard123,21.0
Fox,markrevival,19.0
Fox,SonOfJ,18.0
Fox,Jorge,17.0
Fox,Melo,17.0
Fox,Dandy,15.0
Fox,TBS | Nero,15.0
Fox,Chubbz,15.0
Fox,Milo,15.0
Fox,DHB | IggyNieves,14.0
Fox,Gaz333,13.0
Fox,Rome0,12.0
Fox,olé,10.0
Fox,TurboThot,10.0
Fox,adamaggy,9.0
Fox,Troy,6.0
Fox,Hellraid,6.0
Fox,Stone,6.0
Fox,eh | sickø,6.0
Fox,Galen The Wise,5.0
Fox,CID,5.0
Fox,Homeslice,5.0
Fox,lavalamp,4.0
Fox,Night,4.0
Fox,Lust,4.0
Fox,SRN | Soulrifle211,4.0
Fox,mello,2.0
Fox,dust,2.0
Fox,Oz,2.0
Fox,Xad,2.0
Fox,Funktrocious,1.0
Fox,pem$,1.0
Fox,flowjam,1.0
Fox,Blu-J,1.0
Fox,Sleeepy,1.0
Fox,ACAB | Mugen,1.0
Peach,SANS | Blues Clues,638.0
Peach,Higgins,65.0
Peach,GST | Ryobeat,54.0
Peach,CardsNG,38.0
Peach,Soltrain,25.0
Peach,Fitz,14.0
Peach,UPTILT | Nishi,13.0
Peach,scrubjr,11.0
Peach,punished | gelp,4.0
Peach,Captain Koala,2.0
Peach,8167263631 | Notto,1.0
MidTiers,CowCowCowCowCow,177.0
MidTiers,LFG | Eddy Mexico,102.0
MidTiers,ePG | Chevy,67.0
MidTiers,QoT | Cruelscotty,52.0
MidTiers,Miranda,42.0
MidTiers,CSTR#106 | Strazz,40.0
MidTiers,Maruf,38.0
MidTiers,STP,35.0
MidTiers,TNC | n3zModGod,34.0
MidTiers,Travy,28.0
MidTiers,billybopeep,28.0
MidTiers,ycz6,21.0
MidTiers,K.H.D | Reign,18.0
MidTiers,Denzill,17.0
MidTiers,noChill,16.0
MidTiers,jams,16.0
MidTiers,Phorox,12.0
MidTiers,SSBM-T | LuigiKid,10.0
MidTiers,Mono,10.0
MidTiers,ManRay,8.0
MidTiers,Sporsinick,7.0
MidTiers,BCM | veggies,7.0
MidTiers,Special K,7.0
MidTiers,RedHousePainter,7.0
MidTiers,snek,5.0
MidTiers,JB,5.0
MidTiers,Doctor Dank,3.0
MidTiers,volt.,2.0
MidTiers,JCobbs,2.0
MidTiers,Ringler,2.0
MidTiers,Afron,1.0
Other,rocky,205.0
Other,LAG,178.0
Other,Winx Club | Siddward,128.0
Other,Quaff,125.0
Other,Medz,123.0
Other,Egg$,115.0
Other,Soonsay,109.0
Other,CW | Skittles,106.0
Other,RedX,77.0
Other,Fankriss,75.0
Other,Connor,73.0
Other,TNS | Asashi,73.0
Other,htwa,53.0
Other,TPN,49.0
Other,GUILD | ghettowarmachine420,47.0
Other,R3 | $limChang,46.0
Other,Dream,46.0
Other,Willy P,46.0
Other,Zhyrri,38.0
Other,akir,38.0
Other,Krizski,35.0
Other,RCS | Savestate,34.0
Other,Dash,33.0
Other,Good1ife,32.0
Other,Arcadia,31.0
Other,Zeeker,26.0
Other,QTT | Marco,25.0
Other,jeff | raid shadow legends,23.0
Other,sad | UwUMysticalGirl,23.0
Other,NS | Frog,22.0
Other,SF | Herrán,22.0
Other,Chewy,21.0
Other,RULE#492 | Tristan's Rule,21.0
Other,Flow | ESPONJA,21.0
Other,Aura,20.0
Other,Oaty,20.0
Other,Vino,20.0
Other,ItsDad,18.0
Other,ash6,18.0
Other,Tap Jump,18.0
Other,Stiv,18.0
Other,KL | Kid,18.0
Other,Hunybear,17.0
Other,BKB! | stocmoney,16.0
Other,CREW | G,16.0
Other,D3WDify,15.0
Other,2Framez,15.0
Other,Juuuuurien,15.0
Other,Daz,15.0
Other,imrainh2o,14.0
Other,not NJ wally | wally,14.0
Other,Elk_G | Karm,14.0
Other,Jazzy,14.0
Other,Logan,13.0
Other,Hexjo,13.0
Other,Kanye Rest,13.0
Other,UL | Dirty Lasagna,13.0
Other,:) | Koints,12.0
Other,Pulch,12.0
Other,Heatedchaos,12.0
Other,codeman,12.0
Other,119 | Fabio,12.0
Other,Flounder,12.0
Other,LL | Duky,12.0
Other,doby,12.0
Other,Aidanafoo,12.0
Other,Jeffthecheff,11.0
Other,SoS | Cor,11.0
Other,24 | Mamba!,11.0
Other,TCM | MrG,11.0
Other,Mounir,11.0
Other,Verdo,11.0
Other,Jzhu,11.0
Other,H19 | chaka,11.0
Other,Jahan,10.0
Other,LSK,10.0
Other,AR0,10.0
Other,PRIN$E,10.0
Other,Gulu,10.0
Other,codetoilet,10.0
Other,Elders React | Third Strongest,10.0
Other,Syched,10.0
Other,pimmwrecks,10.0
Other,Nanami,10.0
Other,GG | DontRestMe,10.0
Other,NeedLesFestival,10.0
Other,winismine,9.0
Other,Jib,9.0
Other,Pilgrim,9.0
Other,jeddo,9.0
Other,in10city,9.0
Other,Dusk,9.0
Other,SmashBob SquarePants,9.0
Other,Sor,9.0
Other,JLo,9.0
Other,BubbleFuel,9.0
Other,Austintacious,8.0
Other,Shredder,8.0
Other,yBaS | MaxJacks,8.0
Other,Joemama,8.0
Other,EOKA | Christos,8.0
Other,Egsid,8.0
Other,Ponchy | Corkey,8.0
Other,keyboard gamer,8.0
Other,Slemdog,8.0
Other,Fux McLoud,7.0
Other,Canes | ATM,7.0
Other,Floods,7.0
Other,Kombeze Ataie,7.0
Other,Reaver_King,7.0
Other,Mucho Man Randy Passion,7.0
Other,Exia,7.0
Other,BuenasRetas | Cobs,7.0
Other,SquirtlSquad,7.0
Other,Ratt,7.0
Other,Otto_Zone,7.0
Other,Anime Tiddies | Asuka,6.0
Other,PeÃ±a,6.0
Other,Mac,6.0
Other,Yosemite Dabbs,6.0
Other,Ders,6.0
Other,probably high,6.0
Other,Axis,6.0
Other,CAPTwheatroll,6.0
Other,MP3,6.0
Other,TheRed,6.0
Other,RU | Midnight Blue,6.0
Other,Dog,5.0
Other,Farko,5.0
Other,Aleksander,5.0
Other,DMT,5.0
Other,AHHHHH | Alice,5.0
Other,jatpuan,5.0
Other,ArStar,5.0
Other,mia,5.0
Other,Badboi,5.0
Other,RPG,5.0
Other,Loki,5.0
Other,119 | pyro,5.0
Other,Justyn,4.0
Other,roadkill,4.0
Other,eee,4.0
Other,SUPERUNKNOWN,4.0
Other,DarkSamYT,4.0
Other,DRC,4.0
Other,IS | Bisfo,4.0
Other,EWA | ERGonomics,4.0
Other,Zura,4.0
Other,620 | Megacaat,4.0
Other,CUCK | BreahdToDaBeuhrds,4.0
Other,magnumgunn3r,4.0
Other,Elk G | Digimon,4.0
Other,Top Shelf | Dulbasaur,4.0
Other,K.YUNG,4.0
Other,BOG | bioPhile,3.0
Other,Wiza,3.0
Other,Caveman3732,3.0
Other,Liquid,3.0
Other,Wumbo,3.0
Other,Lechero,3.0
Other,WeedWizard,3.0
Other,rice,3.0
Other,RCS | Chi,3.0
Other,CurvedFat,3.0
Other,UCI | Kavi,3.0
Other,20PcMcnugget,3.0
Other,Profanity,3.0
Other,DirtyDan | Sigh,3.0
Other,LilTayNastyTay,3.0
Other,Noodle,3.0
Other,Velos,3.0
Other,josh,2.0
Other,Rooster,2.0
Other,barcode,2.0
Other,Roulette Rider,2.0
Other,Edicus,2.0
Other,aujory,2.0
Other,YungFlexxer,2.0
Other,Nudepenguin,2.0
Other,blazerboy,2.0
Other,ZouL,2.0
Other,Nate,2.0
Other,lowqualityjpeg,2.0
Other,Chidoe,2.0
Other,Neenor,2.0
Other,Dhir,2.0
Other,Gerbungis,2.0
Other,LilMitts,2.0
Other,ramrod,2.0
Other,Albuh,2.0
Other,Whoratio,2.0
Other,Lionbooster,2.0
Other,squillf,1.0
Other,Fathom,1.0
Other,HunterGee,1.0
Other,Wrong Doug,1.0
Other,afx,1.0
Other,DJAN,1.0
Other,Flowers,1.0
Other,Cyan Can,1.0
Other,SeekerIX,1.0
Other,pongo,1.0
Other,xavier,1.0
Other,PajamaBoyPete,1.0
Other,Hunt,1.0
Other,Tomz,1.0
Other,Tancascade,1.0
Other,sameeyell,1.0
Other,buttcakes29,1.0
Other,PeS | Puppy,1.0
Other,Cabbage Man,1.0
Other,MK | RedSoul,1.0
